Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,item_avg_sales,Item_Sales_Deviation,Performance_Label,Predicted_Label
FDB32,20.6,Low Fat,0.023339367,Fruits and Vegetables,94.8778,OUT027,1985,Medium,Tier 3,Supermarket Type3,4036.7454,40,1512.4690912222322,2524.2763087777676,2,2
NCS54,13.6,Low Fat,0.009991273,Household,175.537,OUT035,2004,Small,Tier 2,Supermarket Type1,3705.177,21,3300.3659437845427,404.8110562154575,2,1
NCA17,20.6,Low Fat,0.045675104,Health and Hygiene,150.9392,OUT017,2007,Small,Tier 2,Supermarket Type1,4026.7584,18,2427.7689637074345,1598.9894362925656,2,2
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,269.649,38,563.4526148973143,-293.80361489731433,0,0
FDS58,9.285,Regular,0.021039273,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2567.3248,26,2836.3673562913655,-269.0425562913656,1,1
FDU08,10.3,Low Fat,0.027426689,Fruits and Vegetables,97.3042,OUT018,2009,Medium,Tier 3,Supermarket Type2,694.4294,16,1454.2352391220663,-759.8058391220663,0,0
FDI60,7.22,Regular,0.064141866,Baking Goods,61.251,OUT010,1998,Small,Tier 3,Grocery Store,126.502,27,917.816744616614,-791.314744616614,0,0
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,16,2259.041973485889,-321.5639734858887,1,1
FDX46,12.3,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2548.0166,40,883.4674191332385,1664.5491808667614,1,1
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,Small,Tier 2,Supermarket Type1,1215.7508,18,1686.7909972147086,-471.04019721470854,1,1
FDD14,20.7,Low Fat,0.297312685,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,368.8532,40,2598.3471594148814,-2229.4939594148814,0,0
FDX45,16.75,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.353,40,2379.0889097596055,2471.2640902403946,2,2
NCN30,16.35,Low Fat,0.016989991,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,772.328,21,1139.1533728413906,-366.8253728413906,0,0
DRH13,8.575,Low Fat,0.023885957,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752,28,1260.9411836662719,-302.1891836662719,0,0
NCP30,20.5,Low Fat,0.032954044,Household,39.3822,OUT017,2007,Small,Tier 2,Supermarket Type1,314.2576,18,726.5181854962892,-412.2605854962892,0,0
FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,3430.2016,28,3348.4343248182395,81.7672751817604,2,2
FDS36,8.38,Regular,0.047152554,Baking Goods,110.157,OUT017,2007,Small,Tier 2,Supermarket Type1,3185.853,18,2504.5574318407466,681.2955681592534,2,2
FDB03,17.75,Regular,0.157470693,Dairy,239.1538,OUT018,2009,Medium,Tier 3,Supermarket Type2,4326.3684,16,3021.6049354867832,1304.763464513217,2,2
FDO09,13.5,Regular,0.125274674,Snack Foods,262.191,OUT046,1997,Small,Tier 1,Supermarket Type1,2366.919,28,3605.734557276309,-1238.815557276309,1,1
FDD28,10.695,Low Fat,0.053038775,Frozen Foods,59.5904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1640.5312,40,806.5315916702818,833.9996083297181,1,1
FDF08,14.3,Regular,0.065339802,Fruits and Vegetables,89.1856,OUT045,2002,Small,Tier 2,Supermarket Type1,1845.5976,23,1271.9615696570402,573.6360303429599,1,1
FDB49,8.3,Regular,0.05046718,Baking Goods,97.6384,OUT010,1998,Small,Tier 3,Grocery Store,197.0768,27,1499.4591768194316,-1302.3823768194316,0,0
FDB08,6.055,Low Fat,0.07030343626048781,Fruits and Vegetables,162.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,1604.578,21,2035.4733405688353,-430.8953405688353,1,1
NCP06,20.7,Low Fat,0.039306822,Household,150.7366,OUT049,1999,Medium,Tier 1,Supermarket Type1,3325.0052,26,1782.436662486617,1542.568537513383,2,2
FDH28,15.85,Regular,0.110254143,Frozen Foods,37.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,341.5554,23,456.8442815373822,-115.28888153738217,0,0
FDU20,19.35,Regular,0.037569401,Fruits and Vegetables,120.7098,OUT019,1985,Small,Tier 1,Grocery Store,361.5294,40,1885.9806107945533,-1524.4512107945534,0,0
DRB25,12.3,Low Fat,0.069852615,Soft Drinks,107.4938,OUT017,2007,Small,Tier 2,Supermarket Type1,2358.2636,18,1493.5074414408439,864.7561585591563,1,1
NCM30,19.1,Low Fat,0.067676056,Household,40.8796,OUT017,2007,Small,Tier 2,Supermarket Type1,371.5164,18,562.4719665920975,-190.9555665920975,0,0
FDU57,8.27,Regular,0.149895348,Snack Foods,152.0708,OUT010,1998,Small,Tier 3,Grocery Store,451.4124,27,2038.3002698295597,-1586.8878698295598,0,0
FDF56,16.7,Regular,0.209162936,Fruits and Vegetables,179.1976,OUT019,1985,Small,Tier 1,Grocery Store,543.2928,40,2941.950640947781,-2398.6578409477806,0,0
NCT30,9.1,Low Fat,0.080277707,Household,47.2718,OUT035,2004,Small,Tier 2,Supermarket Type1,850.8924,21,637.8568809067312,213.0355190932687,0,0
FDX15,17.2,Low Fat,0.156935553,Meat,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1925.4936,16,2286.8628928414782,-361.3692928414782,1,1
FDX58,13.15,Low Fat,0.044011225,Snack Foods,181.295,OUT017,2007,Small,Tier 2,Supermarket Type1,4028.09,18,3395.4322240231436,632.6577759768566,2,2
FDQ08,15.7,Regular,0.031685529,Fruits and Vegetables,63.1536,OUT010,1998,Small,Tier 3,Grocery Store,122.5072,27,867.5362827992888,-745.0290827992887,0,0
DRL23,18.35,Low Fat,0.015291576,Hard Drinks,106.1938,OUT013,1987,High,Tier 3,Supermarket Type1,1607.907,38,1525.3504556994953,82.55654430050458,1,1
FDA25,16.5,Regular,0.068112874,Canned,104.599,OUT035,2004,Small,Tier 2,Supermarket Type1,2889.572,21,1487.2892213715677,1402.2827786284324,1,1
FDV09,12.1,Low Fat,0.020600553,Snack Foods,147.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3414.8882,26,2133.9145286732414,1280.9736713267584,2,2
FDQ46,7.51,Low Fat,0.10423592,Snack Foods,111.7544,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,16,1892.5321109672418,568.2646890327583,1,1
FDH41,9.0,Low Fat,0.081614376,Frozen Foods,214.7534,OUT027,1985,Medium,Tier 3,Supermarket Type3,5806.4418,40,2705.5697368514807,3100.872063148519,2,2
FDY20,12.5,Regular,0.082215187,Fruits and Vegetables,91.4488,OUT017,2007,Small,Tier 2,Supermarket Type1,1086.5856,18,1271.3909186847966,-184.80531868479648,1,1
FDO37,8.06,Low Fat,0.021372636,Breakfast,231.7326,OUT035,2004,Small,Tier 2,Supermarket Type1,5313.7498,21,3844.2759064622524,1469.4738935377472,2,2
FDZ55,6.055,Low Fat,0.025460232,Fruits and Vegetables,160.892,OUT045,2002,Small,Tier 2,Supermarket Type1,1917.504,23,3217.4684856480244,-1299.9644856480245,1,1
FDS32,17.75,Regular,0.029510313,Fruits and Vegetables,141.9838,OUT027,1985,Medium,Tier 3,Supermarket Type3,4354.9978,40,1703.5594411782017,2651.4383588217984,2,2
FDV50,14.3,Low Fat,0.122761775,Dairy,124.373,OUT049,1999,Medium,Tier 1,Supermarket Type1,2093.941,26,1626.2720456650075,467.66895433499235,1,1
NCV30,20.2,Low Fat,0.066065799,Household,61.351,OUT045,2002,Small,Tier 2,Supermarket Type1,1201.769,23,908.3558368036263,293.4131631963737,1,1
FDP16,18.6,Low Fat,0.039454924,Frozen Foods,244.0802,OUT018,2009,Medium,Tier 3,Supermarket Type2,3193.8426,16,4052.0320486102282,-858.1894486102283,2,1
FDW39,6.69,Regular,0.036910398,Meat,175.037,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.244,28,2240.596562578097,-123.3525625780967,1,1
FDN39,19.35,Regular,0.07030343626048781,Meat,169.0816,OUT013,1987,High,Tier 3,Supermarket Type1,3523.4136,38,2527.274467954578,996.1391320454218,2,2
FDV55,17.75,Low Fat,0.055159054,Fruits and Vegetables,145.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2467.4548,26,2242.7167612987046,224.7380387012954,1,1
FDZ20,16.1,Low Fat,0.034300475,Fruits and Vegetables,253.2356,OUT035,2004,Small,Tier 2,Supermarket Type1,5849.7188,21,4297.88484340229,1551.8339565977094,2,2
FDK02,12.5,Low Fat,0.112399145,Canned,120.444,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.128,26,1793.4986367135225,-355.3706367135226,1,1
FDK10,5.785,Regular,0.040523265,Snack Foods,177.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,4853.682,16,2413.464776009215,2440.217223990785,2,2
NCQ41,14.8,Low Fat,0.019559746,Health and Hygiene,193.7794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2926.191,16,2464.8408365497567,461.35016345024314,1,1
FDA11,7.75,Low Fat,0.043483398,Baking Goods,94.3436,OUT017,2007,Small,Tier 2,Supermarket Type1,2363.59,18,1399.0609570175507,964.5290429824495,1,1
FDN13,18.6,Low Fat,0.152366659,Breakfast,98.5358,OUT045,2002,Small,Tier 2,Supermarket Type1,1306.9654,23,1361.2569860168257,-54.291586016825704,1,1
NCA42,6.965,Low Fat,0.047784475,Household,158.8604,OUT010,1998,Small,Tier 3,Grocery Store,316.9208,27,2654.1859657496943,-2337.2651657496945,0,0
NCX30,16.7,Low Fat,0.026598474,Household,245.8776,OUT013,1987,High,Tier 3,Supermarket Type1,4210.5192,38,3535.886236402502,674.6329635974976,2,2
FDL10,8.395,Low Fat,0.039300964,Snack Foods,99.5042,OUT027,1985,Medium,Tier 3,Supermarket Type3,1884.8798,40,1599.667725,285.2120749999999,1,1
FDQ33,13.35,Low Fat,0.091348964,Snack Foods,150.3708,OUT049,1999,Medium,Tier 1,Supermarket Type1,4363.6532,26,2927.705318700328,1435.9478812996717,2,2
NCE42,21.1,Low Fat,0.010602292,Household,235.3958,OUT046,1997,Small,Tier 1,Supermarket Type1,3271.7412,28,3431.1974550294635,-159.4562550294636,2,2
FDH58,12.3,Low Fat,0.07030343626048781,Snack Foods,116.4834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1842.9344,16,2390.2390755958145,-547.3046755958144,1,1
FDF33,7.97,Low Fat,0.021579162,Seafood,105.9596,OUT045,2002,Small,Tier 2,Supermarket Type1,2049.3324,23,1764.5897969528648,284.74260304713493,1,1
DRK49,14.15,Low Fat,0.03593692,Soft Drinks,41.0138,OUT035,2004,Small,Tier 2,Supermarket Type1,771.6622,21,512.7303758462604,258.9318241537396,0,0
NCK19,9.8,Low Fat,0.09046564,Others,193.6478,OUT046,1997,Small,Tier 1,Supermarket Type1,3099.9648,28,2792.1238708015303,307.8409291984699,2,2
FDT24,12.35,Regular,0.07030343626048781,Baking Goods,75.9328,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.0792,40,1386.3350071361099,1625.7441928638902,2,2
FDI57,19.85,Low Fat,0.054245722,Seafood,196.0768,OUT018,2009,Medium,Tier 3,Supermarket Type2,5518.1504,16,4096.695489440523,1421.4549105594779,2,2
NCQ06,13.0,Low Fat,0.041621987,Household,253.6014,OUT027,1985,Medium,Tier 3,Supermarket Type3,6630.0364,40,3853.3544888888887,2776.6819111111113,2,2
FDB16,8.21,Low Fat,0.044888397,Dairy,87.3198,OUT013,1987,High,Tier 3,Supermarket Type1,610.5386,38,1294.9185877453874,-684.3799877453874,0,0
FDB57,20.25,Regular,0.018805105,Fruits and Vegetables,220.6772,OUT046,1997,Small,Tier 1,Supermarket Type1,2223.772,28,3176.1210007645623,-952.3490007645623,1,1
DRD13,15.0,Low Fat,0.049279392,Soft Drinks,65.7168,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.2512,16,1206.090791083248,-630.8395910832479,0,0
FDC41,15.6,Low Fat,0.116815953,Frozen Foods,75.567,OUT013,1987,High,Tier 3,Supermarket Type1,1684.474,38,1186.7092949907556,497.7647050092444,1,1
FDW59,13.15,Low Fat,0.020698674,Breads,86.3566,OUT013,1987,High,Tier 3,Supermarket Type1,1099.2358,38,1272.1068034134787,-172.87100341347877,1,1
FDO49,10.6,Regular,0.033103556,Breakfast,48.9008,OUT049,1999,Medium,Tier 1,Supermarket Type1,708.4112,26,730.979565418244,-22.568365418243957,0,0
FDO08,11.1,Regular,0.090008963,Fruits and Vegetables,164.0526,OUT010,1998,Small,Tier 3,Grocery Store,164.4526,27,1958.2801757531142,-1793.8275757531142,0,0
NCV06,11.3,Low Fat,0.116750407,Household,195.2478,OUT019,1985,Small,Tier 1,Grocery Store,193.7478,40,2448.7105028135416,-2254.9627028135415,0,0
NCY06,15.25,Low Fat,0.061184804,Household,132.0968,OUT046,1997,Small,Tier 1,Supermarket Type1,3914.904,28,2077.698676161727,1837.2053238382732,2,2
FDL03,19.25,Regular,0.027190917,Meat,194.811,OUT018,2009,Medium,Tier 3,Supermarket Type2,2160.521,16,2655.3683356349957,-494.8473356349955,1,1
NCL31,7.39,Low Fat,0.120467994,Others,145.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,5296.439,26,2926.5608888888887,2369.8781111111116,2,2
FDU46,10.3,Regular,0.011189235,Snack Foods,86.654,OUT017,2007,Small,Tier 2,Supermarket Type1,2423.512,18,1414.147438988654,1009.3645610113463,1,1
FDF04,17.5,Low Fat,0.013714183,Frozen Foods,259.2304,OUT017,2007,Small,Tier 2,Supermarket Type1,2841.6344,18,4068.678608672162,-1227.0442086721623,1,1
FDX31,20.35,Regular,0.07030343626048781,Fruits and Vegetables,234.7958,OUT019,1985,Small,Tier 1,Grocery Store,467.3916,40,3302.5781992957586,-2835.1865992957587,0,0
FDI24,10.3,Low Fat,0.078728915,Baking Goods,178.437,OUT035,2004,Small,Tier 2,Supermarket Type1,2822.992,21,3181.804944820209,-358.81294482020894,1,1
FDY28,7.47,Regular,0.26639671,Frozen Foods,215.6218,OUT019,1985,Small,Tier 1,Grocery Store,641.1654,40,3171.2359434746986,-2530.0705434746988,0,0
DRN11,7.85,Low Fat,0.163902159,Hard Drinks,143.3444,OUT017,2007,Small,Tier 2,Supermarket Type1,1596.5884,18,2502.374521698837,-905.7861216988367,1,1
FDB10,10.0,Low Fat,0.067312613,Snack Foods,234.359,OUT049,1999,Medium,Tier 1,Supermarket Type1,3072.667,26,3041.510234765572,31.156765234427894,2,2
FDI60,7.22,Regular,0.03832122,Baking Goods,61.851,OUT046,1997,Small,Tier 1,Supermarket Type1,822.263,28,917.816744616614,-95.55374461661393,0,0
FDN15,17.5,Low Fat,0.016653022,Meat,139.518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2936.178,40,1625.1930783410637,1310.9849216589362,1,1
NCE18,10.0,Low Fat,0.021421289,Household,248.375,OUT035,2004,Small,Tier 2,Supermarket Type1,7240.575,21,4516.4218067274505,2724.1531932725493,2,2
NCE43,12.5,Low Fat,0.102941345,Household,171.2448,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.0096,40,2431.459436861705,2170.5501631382954,2,2
NCN53,5.175,Low Fat,0.030479118,Health and Hygiene,33.2874,OUT018,2009,Medium,Tier 3,Supermarket Type2,635.1732,16,571.9857624218314,63.187437578168556,0,0
NCX41,19.0,Low Fat,0.031024168,Health and Hygiene,210.5244,OUT019,1985,Small,Tier 1,Grocery Store,1482.0708,40,3047.1388440505702,-1565.0680440505703,1,1
FDO52,11.6,Regular,0.077100381,Frozen Foods,172.4106,OUT013,1987,High,Tier 3,Supermarket Type1,1539.9954,38,2801.936075,-1261.940675,1,1
FDW45,18.0,Low Fat,0.038978526,Snack Foods,148.6418,OUT013,1987,High,Tier 3,Supermarket Type1,2795.6942,38,2351.1335934993285,444.5606065006714,1,1
FDN45,19.35,Low Fat,0.117530851,Snack Foods,222.7088,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,40,2961.240809457578,1065.517590542422,2,2
FDD38,16.75,Regular,0.008238064,Canned,101.9674,OUT017,2007,Small,Tier 2,Supermarket Type1,1528.011,18,1496.5002403121357,31.510759687864265,1,1
FDK27,11.0,Low Fat,0.015664229,Meat,122.2756,OUT019,1985,Small,Tier 1,Grocery Store,121.1756,40,1628.1651497800867,-1506.9895497800867,0,0
FDG40,13.65,Low Fat,0.039824346,Frozen Foods,32.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,645.1602,28,450.9325897045498,194.22761029545023,0,0
FDA34,11.5,Low Fat,0.014883661,Starchy Foods,174.508,OUT049,1999,Medium,Tier 1,Supermarket Type1,3635.268,26,3505.782981050281,129.48501894971923,2,2
FDX48,17.75,Regular,0.038102203,Baking Goods,154.0656,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904,18,2078.0091817307825,-687.8187817307826,1,1
FDY37,17.0,Regular,0.026440214,Canned,143.647,OUT027,1985,Medium,Tier 3,Supermarket Type3,2862.94,40,2302.9224388076896,560.0175611923105,1,1
DRE48,8.43,Low Fat,0.017396308,Soft Drinks,196.0768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.6128,16,3077.7702747684243,1060.8425252315756,2,2
FDT58,9.0,Low Fat,0.086088353,Snack Foods,168.7816,OUT049,1999,Medium,Tier 1,Supermarket Type1,3355.632,26,2136.537886047878,1219.094113952122,2,2
FDA19,7.52,Low Fat,0.092272132,Fruits and Vegetables,128.7994,OUT010,1998,Small,Tier 3,Grocery Store,128.4994,27,1642.5906672420174,-1514.0912672420175,0,0
FDG52,13.65,Low Fat,0.065618434,Frozen Foods,47.6402,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402,21,717.1698257287,-257.76782572869996,0,0
FDA32,14.0,Low Fat,0.052691046,Fruits and Vegetables,216.3192,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,40,2964.1713881364476,-2748.4521881364476,0,0
NCM19,12.65,Low Fat,0.047333044,Others,113.8202,OUT045,2002,Small,Tier 2,Supermarket Type1,1800.3232,23,2018.857488969475,-218.53428896947503,1,1
NCF42,17.35,Low Fat,0.167722519,Household,176.3712,OUT045,2002,Small,Tier 2,Supermarket Type1,1054.6272,23,2024.9639807783649,-970.336780778365,1,1
FDV23,11.0,Low Fat,0.105816753,Breads,126.0046,OUT035,2004,Small,Tier 2,Supermarket Type1,871.5322,21,1797.6326743309405,-926.1004743309405,0,0
DRA59,8.27,Regular,0.214125129,Soft Drinks,183.9924,OUT010,1998,Small,Tier 3,Grocery Store,185.0924,27,2635.4370922836183,-2450.3446922836183,0,0
FDA01,15.0,Regular,0.054114924,Canned,58.4904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1054.6272,40,787.2130876966244,267.41411230337553,1,1
FDX44,9.3,Low Fat,0.042758477,Fruits and Vegetables,88.4172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2051.9956,40,1211.9256280237944,840.0699719762058,1,1
FDW25,5.175,Low Fat,0.037391881,Canned,83.2224,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704,21,1117.2741972413123,672.3962027586877,1,1
NCM05,6.825,Low Fat,0.104784329,Health and Hygiene,266.0226,OUT019,1985,Small,Tier 1,Grocery Store,528.6452,40,4144.438296676723,-3615.7930966767235,0,0
NCJ54,9.895,Low Fat,0.060055757,Household,234.2642,OUT035,2004,Small,Tier 2,Supermarket Type1,3717.8272,21,3932.3527095317445,-214.52550953174432,2,2
NCK07,10.65,Low Fat,0.048885018,Others,166.1526,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.4312,16,2716.10338244945,-742.6721824494498,1,1
NCX05,15.2,Low Fat,0.097611115,Health and Hygiene,116.5492,OUT017,2007,Small,Tier 2,Supermarket Type1,810.9444,18,1393.540619130224,-582.5962191302241,0,0
FDV39,11.3,Low Fat,0.007279889,Meat,199.3426,OUT046,1997,Small,Tier 1,Supermarket Type1,2372.9112,28,2825.413563892142,-452.50236389214206,1,1
FDI19,15.1,Low Fat,0.07030343626048781,Meat,244.2512,OUT045,2002,Small,Tier 2,Supermarket Type1,3635.268,23,3871.27526003043,-236.0072600304302,2,2
FDT12,6.215,Regular,0.049621701,Baking Goods,226.1062,OUT046,1997,Small,Tier 1,Supermarket Type1,4739.8302,28,3030.9779927398167,1708.8522072601836,2,2
FDF12,8.235,Low Fat,0.08235926,Baking Goods,147.6076,OUT013,1987,High,Tier 3,Supermarket Type1,3103.9596,38,2379.431236970415,724.5283630295853,2,2
NCQ54,17.7,Low Fat,0.012481638,Household,168.3474,OUT027,1985,Medium,Tier 3,Supermarket Type3,5221.8694,40,3160.009617420234,2061.8597825797656,2,2
FDU10,10.1,Regular,0.045653999,Snack Foods,35.6848,OUT013,1987,High,Tier 3,Supermarket Type1,633.8416,38,705.1606261804843,-71.31902618048434,0,0
NCK53,11.6,Low Fat,0.037734334,Health and Hygiene,98.1042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2678.5134,16,1897.6757498927404,780.8376501072594,1,1
FDB51,6.92,Low Fat,0.038454076,Dairy,61.5852,OUT046,1997,Small,Tier 1,Supermarket Type1,813.6076,28,923.0226204903688,-109.41502049036876,0,0
FDT10,16.7,Regular,0.062395455,Snack Foods,57.6562,OUT017,2007,Small,Tier 2,Supermarket Type1,533.3058,18,736.7137502012401,-203.40795020124017,0,0
NCU53,5.485,Low Fat,0.042716235,Health and Hygiene,164.8842,OUT013,1987,High,Tier 3,Supermarket Type1,2155.1946,38,2203.648716682514,-48.45411668251427,1,1
FDJ40,13.6,Regular,0.049547993,Frozen Foods,108.6912,OUT013,1987,High,Tier 3,Supermarket Type1,2402.2064,38,1878.6540599498842,523.5523400501158,1,1
NCQ05,11.395,Low Fat,0.037829469,Health and Hygiene,151.0708,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,40,2313.505302328689,-1862.0929023286892,0,0
FDV15,10.3,Low Fat,0.146172453,Meat,103.3648,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088,28,1916.6668424084407,1303.141957591559,2,2
FDD41,6.765,Regular,0.08739577,Frozen Foods,105.3306,OUT049,1999,Medium,Tier 1,Supermarket Type1,836.2448,26,1678.6902652280066,-842.4454652280066,0,0
FDT20,10.5,Low Fat,0.041479396,Fruits and Vegetables,36.8164,OUT045,2002,Small,Tier 2,Supermarket Type1,772.328,23,670.4313437345172,101.89665626548276,0,0
FDM44,12.5,Low Fat,0.031023835,Fruits and Vegetables,104.099,OUT013,1987,High,Tier 3,Supermarket Type1,309.597,38,1281.0647990796438,-971.4677990796438,0,0
FDG21,17.35,Regular,0.07030343626048781,Seafood,150.205,OUT045,2002,Small,Tier 2,Supermarket Type1,5992.2,23,2852.808547408338,3139.3914525916616,2,2
DRZ11,8.85,Regular,0.112893431,Soft Drinks,123.3388,OUT045,2002,Small,Tier 2,Supermarket Type1,2972.1312,23,1677.1175792335866,1295.0136207664132,1,2
FDC59,16.7,Regular,0.054851438,Starchy Foods,64.4168,OUT018,2009,Medium,Tier 3,Supermarket Type2,830.9184,16,887.56975804634,-56.651358046339965,0,0
NCD43,8.85,Low Fat,0.016052446,Household,106.7964,OUT045,2002,Small,Tier 2,Supermarket Type1,1367.5532,23,1130.9708112156588,236.58238878434122,1,1
DRL49,13.15,Low Fat,0.094450618,Soft Drinks,141.4812,OUT010,1998,Small,Tier 3,Grocery Store,284.9624,27,1158.3831490108232,-873.4207490108232,0,0
NCE07,8.18,Low Fat,0.02197698,Household,140.6154,OUT010,1998,Small,Tier 3,Grocery Store,425.4462,27,1557.499221667909,-1132.053021667909,0,0
FDM02,12.5,Regular,0.074152133,Canned,88.6198,OUT017,2007,Small,Tier 2,Supermarket Type1,1395.5168,18,1225.1768628200703,170.33993717992985,1,1
DRJ49,6.865,Low Fat,0.014072399,Soft Drinks,127.3652,OUT017,2007,Small,Tier 2,Supermarket Type1,1679.1476,18,2002.4628292223363,-323.31522922233626,1,1
FDY25,12.0,Low Fat,0.034112833,Canned,180.1976,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.1472,16,4263.402424875799,-279.25522487579883,2,2
DRH39,20.7,Low Fat,0.07030343626048781,Dairy,75.967,OUT019,1985,Small,Tier 1,Grocery Store,153.134,40,1225.1399762447938,-1072.0059762447938,0,0
FDB09,16.25,Low Fat,0.100493148,Fruits and Vegetables,123.1046,OUT019,1985,Small,Tier 1,Grocery Store,124.5046,40,1284.7795916395257,-1160.2749916395258,0,0
FDM38,5.885,Regular,0.092771309,Canned,54.1982,OUT046,1997,Small,Tier 1,Supermarket Type1,999.3658,28,1014.1172024173028,-14.751402417302756,0,0
FDY22,16.5,Regular,0.159690469,Snack Foods,142.4128,OUT035,2004,Small,Tier 2,Supermarket Type1,575.2512,21,1965.410461814818,-1390.159261814818,0,0
FDP48,7.52,Regular,0.044272226,Baking Goods,181.395,OUT017,2007,Small,Tier 2,Supermarket Type1,2563.33,18,3221.1245671224115,-657.7945671224115,1,1
NCT05,10.895,Low Fat,0.020934413,Health and Hygiene,256.5672,OUT013,1987,High,Tier 3,Supermarket Type1,4090.6752,38,3795.949829638765,294.72537036123504,2,2
NCS06,7.935,Low Fat,0.07030343626048781,Household,263.691,OUT046,1997,Small,Tier 1,Supermarket Type1,788.973,28,3082.315178479236,-2293.342178479236,0,0
FDD47,7.6,Regular,0.142632186,Starchy Foods,172.3448,OUT049,1999,Medium,Tier 1,Supermarket Type1,4431.5648,26,2929.788504550247,1501.776295449753,2,2
FDZ49,11.0,Regular,0.13341564,Canned,218.7798,OUT045,2002,Small,Tier 2,Supermarket Type1,2203.798,23,2989.573622452161,-785.7756224521613,1,1
FDW59,13.15,Low Fat,0.020711996,Breads,82.7566,OUT035,2004,Small,Tier 2,Supermarket Type1,1691.132,21,1272.1068034134787,419.02519658652136,1,1
DRO47,10.195,Low Fat,0.112399145,Hard Drinks,111.686,OUT049,1999,Medium,Tier 1,Supermarket Type1,2263.72,26,1592.592121961194,671.1278780388059,1,1
FDR46,16.85,Low Fat,0.139700397,Snack Foods,147.776,OUT045,2002,Small,Tier 2,Supermarket Type1,2490.092,23,2168.767359051957,321.324640948043,1,1
FDY59,8.195,Low Fat,0.031377308,Baking Goods,93.6462,OUT013,1987,High,Tier 3,Supermarket Type1,925.462,38,1056.4596262015896,-130.99762620158958,0,0
NCU05,11.8,Low Fat,0.058855357,Health and Hygiene,79.1618,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.2922,23,1094.15732484611,1242.1348751538899,1,1
DRJ25,14.6,Low Fat,0.151180862,Soft Drinks,47.5692,OUT018,2009,Medium,Tier 3,Supermarket Type2,443.4228,16,860.9656007244582,-417.54280072445823,0,0
FDU28,19.2,Regular,0.09391835,Frozen Foods,189.8214,OUT046,1997,Small,Tier 1,Supermarket Type1,942.107,28,2120.0755416763786,-1177.9685416763787,0,0
FDL50,12.15,Regular,0.042378864,Canned,125.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.569,26,1797.211514540507,70.35748545949286,1,1
FDA43,10.895,Low Fat,0.064939211,Fruits and Vegetables,194.1794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2340.9528,16,2231.027571858545,109.92522814145514,1,1
